name,id,p_primaryCategory,p_subCategory1,p_subCategory2,p_subCategory3,p_subCategory4,p_brakeType,p_experience,p_price,p_suspension,p_group,p_productFamily,p_gender,p_driveTrain,brand,p_material,p_color,p_scene7_id,p_wheelSize,price,url
Mens Stumpjumper ST 27.5,154261,Sale,Bikes,Mountain Bikes,Trail Bikes,Stumpjumper,Disc,Trail,$1000-$2500,Front & Rear,Bikes,Stumpjumper ST,Men,1x,Mountain,Aluminum,Gloss/East Sierras/Rocket Red,94718-71_SJ-FSR-ST-MEN-275-ESTSRS-RKTRED_HERO,27.5,1870,https://www.specialized.com/us/en/mens-stumpjumper-st-27-5/p/154261?color=226096-154261
Ruby,159164,Sale,Bikes,Road Bikes,Performance Road Bikes,Ruby,Disc,Performance Road,$1000-$2500,Front,Bikes,Ruby,Women,2x,Road,Carbon,Gloss/Cosmic Flake White/Acid Mint,90218-71_RUBY_CSMWHT-ACDMNT_HERO,700C,1900,https://www.specialized.com/us/en/ruby/p/159164?color=239331-159164
Allez Sprint Comp,129269,Sale,Bikes,Road Bikes,Performance Road Bikes,Allez,Rim,Performance Road,$1000-$2500,Rigid,Bikes,Allez,Men,2x,Road,Aluminum,Gloss Moto Orange/Team Yellow Edge Fade/Tarmac Black,90018-50_ALLEZ_SPRINT-COMP_MXORG-TEAMYEL-TARBLK_HERO,NA,1800,https://www.specialized.com/us/en/allez-sprint-comp/p/129269?color=239799-129269
Fuse Comp 27.5+,154363,Sale,Bikes,Mountain Bikes,Trail Bikes,Fuse,Disc,Trail,$1000-$2500,Front,Bikes,Fuse,Men|Women,1x,Mountain,Aluminum,Gloss Hyper/Black/Clean,96018-51_FUSE_MY19-COMP-6FATTIE_HYP-BLK_HERO,29|6Fattie,1650,https://www.specialized.com/us/en/fuse-comp-27-5/p/154363?color=235869-154363
Mens Sirrus X Comp Carbon,173478,Sale,Bikes,Active Bikes,Urban Bikes,Sale,Disc,Fitness|Urban,$1000-$2500,Front,Bikes,Sirrus,Men,1x,Fitness,Carbon,Gloss Tarmac Black/Nice Blue/Black Reflective,80919-50_SIR-MEN_X-COMP-CARBON_PRPTNT-GLD-BLK_HERO,700C,1650,https://www.specialized.com/us/en/mens-sirrus-x-comp-carbon/p/173478?color=270903-173478
Womens Sirrus X Comp Carbon,173479,Sale,Bikes,Active Bikes,Urban Bikes,Sale,NA,NA,$1000-$2500,NA,Bikes,NA,NA,NA,NA,NA,Satin Dusty Turquoise/Copper/Black Reflective,82919-50_SIR-WMN_X-COMP-CARBON-DSTTUR-COP-BLK_HERO,NA,1650,https://www.specialized.com/us/en/womens-sirrus-x-comp-carbon/p/173479?color=270908-173479
Womens Sirrus X Comp Carbon,159153,Sale,Bikes,Active Bikes,Urban Bikes,Sale,Disc,Fitness|Urban,$1000-$2500,Front,Bikes,Sirrus,Women,1x,Fitness,Carbon,Satin Dusty Turquoise/Copper/Black Reflective,82919-50_SIR-WMN_X-COMP-CARBON-DSTTUR-COP-BLK_HERO,700C,1650,https://www.specialized.com/us/en/womens-sirrus-x-comp-carbon/p/159153?color=239588-159153
Mens Sirrus X Comp Carbon,159152,Sale,Bikes,Active Bikes,Urban Bikes,Sale,Disc,Fitness|Urban,$1000-$2500,Front,Bikes,Sirrus,Men,1x,Fitness,Carbon,Gloss Tarmac Black/Nice Blue/Black Reflective,80919-50_SIR-MEN_X-COMP-CARBON_PRPTNT-GLD-BLK_HERO,700C,1650,https://www.specialized.com/us/en/mens-sirrus-x-comp-carbon/p/159152?color=239584-159152
Fatboy SE,154360,Sale,Bikes,Mountain Bikes,Fat Bikes,Fatboy,Disc,Trail,$1000-$2500,Rigid,Bikes,Fatboy,Men|Women,1x,Mountain,Aluminum,Gloss Cast Battleship/Hyper/Clean,99519-71_FAT_SE_CSTBTLSHP-HYP_HERO,26,1620,https://www.specialized.com/us/en/fatboy-se/p/154360?color=236319-154360
Womens Chisel Comp,154455,Sale,Bikes,Mountain Bikes,Cross Country Mountain Bikes,Chisel,Disc,Cross Country,$1000-$2500,Front,Bikes,Chisel,Women,2x,Mountain,Aluminum,Gloss Uv Lilac/Black,91719-58_CHISEL-WMN_DSW-COMP-29_UVLLC-BLK_HERO,29,1620,https://www.specialized.com/us/en/womens-chisel-comp/p/154455?color=239091-154455
Mens Chisel Comp X1,157839,Sale,Bikes,Mountain Bikes,Cross Country Mountain Bikes,Chisel,Disc,Cross Country,$1000-$2500,Front,Bikes,Chisel,Men,1x,Mountain,Aluminum,Gloss Tarmac Black/Storm Grey,91719-54_CHISEL_DSW-COMP-X1-29_ESTSRS-BLK_HERO,29,1620,https://www.specialized.com/us/en/mens-chisel-comp-x1/p/157839?color=239087-157839
Allez Sprint Disc Frameset,154239,Sale,Bikes,Road Bikes,Performance Road Bikes,Allez,Disc,Performance Road,$1000-$2500,Rigid,Framesets,Allez,Men|Women,2x,Road,Aluminum,Satin Splash Anodized/Satin Reflective/Clean,70019-76_ALLEZ_SPRINT-DISC-FRMSET_CSTBLU-RED-WDGRN_HERO,700C,1500,https://www.specialized.com/us/en/allez-sprint-disc-frameset/p/154239?color=239337-154239
Allez Sprint Track Frameset – Red Hook Crit LTD,159266,Sale,Bikes,Road Bikes,Performance Road Bikes,Allez,Rim,Performance Road,$1000-$2500,Rigid,Framesets,Allez,Men|Women,1x,Road,Aluminum,Red Hook Crit,70019-80_ALLEZ_SPRINT-TRACK-FRMSET-RED-HOOK_HOOK_HERO,700C,1500,https://www.specialized.com/us/en/allez-sprint-track-frameset-red-hook-crit-ltd/p/159266?color=240036-159266
Allez Sprint Disc Frameset,171321,Sale,Bikes,Road Bikes,Performance Road Bikes,Allez,Disc,Performance Road,$1000-$2500,Rigid,Framesets,Allez,Men|Women,2x,Road,Aluminum,Gloss/Satin Black/Powder Coral/Powder Indigo,70020-72_ALLEZ-SPRINT-DISC-FRMSET-BLK-PDRCRL-PDRNDGO_HERO,700C,1500,https://www.specialized.com/us/en/allez-sprint-disc-frameset/p/171321?color=271920-171321
Sequoia,129248,Sale,Bikes,Road Bikes,Adventure & Gravel Bikes,Sequoia,Disc,Adventure|Urban,$1000-$2500,Rigid,Bikes,Sequoia,Men|Women,2x,Road,Steel,Black/Graphite,90517-70_SEQ_BLK-GRPH_HERO,NA,1400,https://www.specialized.com/us/en/sequoia/p/129248?color=240196-129248
Womens Diverge E5 Elite,128893,Sale,Bikes,Road Bikes,Adventure & Gravel Bikes,Diverge,Disc,Adventure|Urban,NA,Rigid,Bikes,Diverge,Women,2x,Road,Aluminum,Cool Grey/Flake Silver,95418-62_DIV-WMN_E5-ELITE_CLGRY-FLKSIL_HERO,NA,1400,https://www.specialized.com/us/en/womens-diverge-e5-elite/p/128893?color=239504-128893
Mens Sirrus Elite Carbon,154506,Sale,Bikes,Active Bikes,Urban Bikes,Sale,Disc,Fitness|Urban,$1000-$2500,Rigid,Bikes,Sirrus,Men,2x,Fitness,Carbon,Teal Tint/Black/Black Reflective,80918-42_SIR-MEN_ELITE-CARBON_TARBLK-RKTRED-ACDBLU_HERO,700C,1400,https://www.specialized.com/us/en/mens-sirrus-elite-carbon/p/154506?color=225845-154506
Womens Sirrus Elite Carbon,154526,Sale,Bikes,Active Bikes,Urban Bikes,Sale,Disc,Fitness|Urban,$1000-$2500,Front,Bikes,Sirrus,Women,2x,Fitness,Carbon,Tarmac Black/Black/Chameleon,82918-42_SIR-WMN_ELITE-CARBON_ACDRED-LIMN-BLK_HERO,700C,1400,https://www.specialized.com/us/en/womens-sirrus-elite-carbon/p/154526?color=240216-154526
Womens Diverge E5 Elite,154318,Sale,Bikes,Road Bikes,Adventure & Gravel Bikes,Diverge,Disc,Adventure|Performance Road,$1000-$2500,Rigid,Bikes,Diverge,Women,2x,Road,Aluminum,Satin Oak/Acid Lava,95418-63_DIV-WMN_E5-ELITE_OAKGRN-ACDLAVA_HERO,700C,1400,https://www.specialized.com/us/en/womens-diverge-e5-elite/p/154318?color=237238-154318
Mens Diverge E5 Elite,154307,Sale,Bikes,Road Bikes,Adventure & Gravel Bikes,Diverge,Disc,Adventure|Performance Road,$1000-$2500,Front,Bikes,Diverge,Men,2x,Road,Aluminum,Gloss Tarmac Black/Metallic White Silver,95418-61_DIV-MEN_E5-ELITE_TARBLK-METWHTSIL_HERO,700C,1400,https://www.specialized.com/us/en/mens-diverge-e5-elite/p/154307?color=237163-154307
Sequoia,154493,Sale,Bikes,Road Bikes,Adventure & Gravel Bikes,Sequoia,Disc,Adventure|Performance Road,$1000-$2500,Rigid,Bikes,Sequoia,Men|Women,2x,Road,Steel,Black/Charcoal Reflective,90519-70_SEQ_BASE_BLK-CHAR_HERO,700C,1400,https://www.specialized.com/us/en/sequoia/p/154493?color=227625-154493
Allez Elite,159280,Sale,Bikes,Road Bikes,Performance Road Bikes,Allez,Rim,Performance Road,$1000-$2500,Rigid,Bikes,Allez,Men|Women,2x,Road,Aluminum,Gloss Tarmac Black/Chameleon/Clean,90019-41_ALLEZ_ELITE-19_STRMGRY-RKTRED_HERO,700C,1350,https://www.specialized.com/us/en/allez-elite/p/159280?color=240239-159280
Dolce Elite,159491,Sale,Bikes,Road Bikes,Performance Road Bikes,Dolce,Rim,Performance Road,$1000-$2500,Rigid,Bikes,Dolce,Women,2x,Road,Aluminum,Uv Lilac/Black/Reflective/Clean,90819-41_DOLCE_ELITE-19_UVLLC-BLK_HERO,700C,1350,https://www.specialized.com/us/en/dolce-elite/p/159491?color=241353-159491
Mens Rockhopper Pro 1X,154450,Sale,Bikes,Mountain Bikes,Trail Bikes,Rockhopper,Disc,Cross Country,$1000-$2500,Front,Bikes,Rockhopper,Men,1x,Mountain,Aluminum,Satin Gloss Black/Chrome,91219-10_RH_PRO-1X-29_BLK-CHRM_HERO,29,1300,https://www.specialized.com/us/en/mens-rockhopper-pro-1x/p/154450?color=236326-154450
Allez Sprint Frameset,171320,Sale,Bikes,Road Bikes,Performance Road Bikes,Allez,Rim,Performance Road,$1000-$2500,Rigid,Framesets,Allez,Men|Women,2x,Road,Aluminum,Satin/Gloss White Mountains/Tarmac Black,70020-83_ALLEZ-SPRINT-FRMSET-WHTMTN-TARBLK_HERO,700C,1250,https://www.specialized.com/us/en/allez-sprint-frameset/p/171320?color=274123-171320
Ariel Elite,157787,Sale,Bikes,Active Bikes,Fitness & Hybrid Bikes,Ariel,Disc,Fitness|Urban,$1000-$2500,Front,Bikes,Ariel,Women,2x,Fitness,Aluminum,Satin Cool Gray/Acid Pink/Tarmac Black Reflective,82218-40_ARIEL_ELITE_CLGRY-ACDPNK-TARBLK_HERO,700C,1200,https://www.specialized.com/us/en/ariel-elite/p/157787?color=237164-157787
Mens Sirrus Elite Alloy,154505,Sale,Bikes,Active Bikes,Urban Bikes,Sale,Disc,Fitness|Urban,$1000-$2500,Rigid,Bikes,Sirrus,Men,2x,Fitness,Aluminum,Candy Red/Rocket Red,80918-40_SIR-MEN_ELITE_BLK-CMLN-NRBLK_HERO,700C,1200,https://www.specialized.com/us/en/mens-sirrus-elite-alloy/p/154505?color=225855-154505
Womens Sirrus Elite Alloy,154524,Sale,Bikes,Active Bikes,Urban Bikes,Sale,Disc,Fitness|Urban,$1000-$2500,Rigid,Bikes,Sirrus,Women,2x,Fitness,Aluminum,Filthy White/Limon/Acid Mint,82918-41_SIR-WMN_ELITE_FTHYWHT-LIMN-ACDMNT_HERO,700C,1200,https://www.specialized.com/us/en/womens-sirrus-elite-alloy/p/154524?color=225861-154524
Allez Sprint Track Frameset,159125,Sale,Bikes,Road Bikes,Performance Road Bikes,Allez,Rim,Performance Road,$1000-$2500,Rigid,Framesets,Allez,Men|Women,1x,Road,Aluminum,Gloss Prismatic White/Blaak Rainbow/Clean,70019-81_ALLEZ_SPRINT-TRACK-FRMSET_WHT-RFBLKTNT_HERO,700C,1200,https://www.specialized.com/us/en/allez-sprint-track-frameset/p/159125?color=239249-159125
Fuse 27.5+,154361,Sale,Bikes,Mountain Bikes,Trail Bikes,Fuse,Disc,Trail,$1000-$2500,Front,Bikes,Fuse,Men|Women,1x,Mountain,Aluminum,Satin Black/White,96019-70_FUSE_296FATTIE_BLK-WHT_HERO,29|6Fattie,1150,https://www.specialized.com/us/en/fuse-27-5/p/154361?color=236324-154361
Dolce Sport,128983,Sale,Bikes,Road Bikes,Performance Road Bikes,Dolce,Rim,Fitness|Performance Road,$1000-$2500,Rigid,Bikes,Dolce,Women,2x,Road,Aluminum,Gloss Satin Tarmac Black/Cali Fade,90818-61_DOLCE_SPORT_ACDRED-TARBLK_HERO,NA,1100,https://www.specialized.com/us/en/dolce-sport/p/128983?color=240056-128983
Riprock Expert 24,128914,Sale,Bikes,Kids Bikes,Kids Mountain Bikes,Riprock,Disc,Trail,$1000-$2500,Front,Bikes,Riprock,Kids,1x|1x,Kids,Aluminum,Nordic Red/Turquoise/Light Turquoise,B6516-31_RIP_EXPERT-24_NRDCRED-TUR-LTTUR_HERO,24,1100,https://www.specialized.com/us/en/riprock-expert-24/p/128914?color=239711-128914
Womens Diverge E5,128856,Sale,Bikes,Road Bikes,Adventure & Gravel Bikes,Diverge,Disc,Adventure|Urban,NA,Rigid,Bikes,Diverge,Women,2x,Road,Aluminum,Satin Black/Charcoal,95418-82_DIV-WMN_E5_BLK-CHAR_HERO,NA,1100,https://www.specialized.com/us/en/womens-diverge-e5/p/128856?color=239502-128856
Riprock Expert 24,154443,Sale,Bikes,Kids Bikes,Kids Mountain Bikes,Riprock,Disc,NA,$1000-$2500,Front,Bikes,Riprock,Kids,1x,Kids,Aluminum,Gloss Storm Grey/Rocket Red/Black,96519-30_RIP_EXPERT-24_STRMGRY-RKTRED-BLK_HERO,24,1100,https://www.specialized.com/us/en/riprock-expert-24/p/154443?color=225999-154443
Mens Diverge E5,154312,Sale,Bikes,Road Bikes,Adventure & Gravel Bikes,Diverge,Disc,Adventure|Performance Road,$1000-$2500,Rigid,Bikes,Diverge,Men,2x,Road,Aluminum,Gloss Rocket Red/Black,95419-72_DIV_E5_RKTRED-BLK_HERO,700C,1100,https://www.specialized.com/us/en/mens-diverge-e5/p/154312?color=239534-154312
Womens Diverge E5,154316,Sale,Bikes,Road Bikes,Adventure & Gravel Bikes,Diverge,Disc,Adventure|Performance Road,$1000-$2500,Rigid,Bikes,Diverge,Women,2x,Road,Aluminum,Gloss Acid Lava/Black,95419-76_DIV-WMN_E5_ACDLAVA-BLK_HERO,700C,1100,https://www.specialized.com/us/en/womens-diverge-e5/p/154316?color=237230-154316
P.3,154408,Sale,Bikes,Mountain Bikes,BMX & Dirt Jump Bikes,P.Series,Disc,BMX / Dirt Jump,$1000-$2500,Front,Bikes,P. Series,Men|Women,1x,Mountain,Aluminum,Satin Gloss Black/Jet Fuel,91919-70_P_P.3_BLK-JETFUEL_HERO,26,1100,https://www.specialized.com/us/en/p-3/p/154408?color=236317-154408
Mens Rockhopper Expert,154449,Sale,Bikes,Mountain Bikes,Trail Bikes,Rockhopper,Disc,Cross Country,$1000-$2500,Front,Bikes,Rockhopper,Men,2x,Mountain,Aluminum,Gloss Black/Acid Kiwi/Charcoal,91219-30_RH_EXPERT-29_BLK-ACDKWI-CHAR_HERO,29,1010,https://www.specialized.com/us/en/mens-rockhopper-expert/p/154449?color=236335-154449
Allez Sport,154238,Sale,Bikes,Road Bikes,Performance Road Bikes,Allez,Rim,Performance Road,$500-$1000|$1000-$2500,Rigid,Bikes,Allez,Men|Women,2x,Road,Aluminum,Gloss Cosmic White/Satin Black,90018-60_ALLEZ_SPORT_CSMWHT-BLK_HERO,700C,1000,https://www.specialized.com/us/en/allez-sport/p/154238?color=237220-154238
Chisel Frame,154331,Sale,Bikes,Mountain Bikes,Cross Country Mountain Bikes,Chisel,Disc,Cross Country,$500-$1000|$1000-$2500,Front,Framesets,Chisel,Men|Women,1x|2x,Mountain,Aluminum,Polished/Black,71719-72_CHISEL_DSW-29-FRM_TARBLK-MNT-TEAMYEL_HERO,29,1000,https://www.specialized.com/us/en/chisel-frame/p/154331?color=239088-154331
Mens Sirrus Sport,154511,Sale,Bikes,Active Bikes,Urban Bikes,Sale,Disc,Fitness|Urban,$500-$1000,Rigid,Bikes,Sirrus,Men,2x,Fitness,Aluminum,Black Chrome/Chrome,80918-60_SIR-MEN_SPORT_BLKCP-CHRM_HERO,700C,900,https://www.specialized.com/us/en/mens-sirrus-sport/p/154511?color=225852-154511
Roll Elite – Low-Entry,154461,Sale,Bikes,Active Bikes,Fitness & Hybrid Bikes,Roll,Disc,Fitness|Urban,$500-$1000,Rigid,Bikes,Roll,Women,3x,Fitness,Aluminum,Satin Cast Black/Black Chrome/Black Reflective,86119-43_ROLL_ELITE-LOW-ENTRY-19_UVLLC-MRNBLU-BLK_HERO,27.5,900,https://www.specialized.com/us/en/roll-elite-low-entry/p/154461?color=226032-154461
Roll Elite,154460,Sale,Bikes,Active Bikes,Fitness & Hybrid Bikes,Roll,Disc,Fitness|Urban,$500-$1000,Rigid,Bikes,Roll,Men,3x,Fitness,Aluminum,Satin Cast Black/Black Chrome/Black Reflective,86119-41_ROLL_ELITE-19_STRMGRY-RKTRED-BLK_HERO,27.5,900,https://www.specialized.com/us/en/roll-elite/p/154460?color=226034-154460
Womens Sirrus Sport,154532,Sale,Bikes,Active Bikes,Urban Bikes,Sale,Disc,Fitness|Urban,$500-$1000,Rigid,Bikes,Sirrus,Women,2x,Fitness,Aluminum,Cast Blue/Acid Lava/Floral,82918-60_SIR-WMN_SPORT_CSTBLU-ACDLAVA_HERO,700C,900,https://www.specialized.com/us/en/womens-sirrus-sport/p/154532?color=225862-154532
Mens Sirrus Sport,173457,Sale,Bikes,Active Bikes,Urban Bikes,Sale,Disc,Fitness|Urban,$500-$1000,Rigid,Bikes,Sirrus,Men,2x,Fitness,Aluminum,Satin Cast Battleship/Hyper/Black Reflective,80919-61_SIR_SPORT_FLORED-BLK-BLK_HERO,700C,900,https://www.specialized.com/us/en/mens-sirrus-sport/p/173457?color=270925-173457
Roll Elite - Low Entry,129227,Sale,Bikes,Active Bikes,Fitness & Hybrid Bikes,Roll,Disc,Fitness|Urban,$500-$1000,Rigid,Bikes,Roll,Men|Women,3x,Fitness,Aluminum,Teal Tint/Nordic Red/Deep Fuchsia Reflective,86118-42_ROLL_ELITE-LOW-ENTRY_TRPTL-CSTBLU-ACDMNT_HERO,NA,860,https://www.specialized.com/us/en/roll-elite---low-entry/p/129227?color=239669-129227
Roll Elite,129284,Sale,Bikes,Active Bikes,Fitness & Hybrid Bikes,Roll,Disc,Fitness|Urban,$500-$1000,Rigid,Bikes,Roll,Men|Women,3x,Fitness,Aluminum,Teal Tint/Nordic Red/Deep Fuchsia Reflective,86118-40_ROLL_ELITE_BLKTNT-BLK-COP_HERO,NA,850,https://www.specialized.com/us/en/roll-elite/p/129284?color=239674-129284
Ariel Sport,157788,Sale,Bikes,Active Bikes,Fitness & Hybrid Bikes,Ariel,Disc,Fitness|Urban,$500-$1000,Front,Bikes,Ariel,Women,2x,Fitness,Aluminum,Gloss Acid Mint/Acid Kiwi Refective,82219-60_ARIEL_SPORT_ACDMNT-ACDKWI_HERO,700C,850,https://www.specialized.com/us/en/ariel-sport/p/157788?color=237207-157788
Ariel Sport Step-Through,159245,Sale,Bikes,Active Bikes,Fitness & Hybrid Bikes,Ariel,Disc,Fitness|Urban,$500-$1000,Front,Bikes,Ariel,Women,2x,Fitness,Aluminum,Light Turquoise/Turquoise/Tarmac Black Reflective,82217-62_ARIEL_SPORT-ST_LTTUR-TUR-TARBLK_HERO,700C,850,https://www.specialized.com/us/en/ariel-sport-step-through/p/159245?color=240193-159245
Womens Sirrus Sport Step-Through,154535,Sale,Bikes,Active Bikes,Urban Bikes,Sale,Disc,Fitness|Urban,$500-$1000,Rigid,Bikes,Sirrus,Women,2x,Fitness,Aluminum,Cast Blue/Acid Lava/Floral,82918-62_SIR-WMN_SPORT-ST_CSTBLU-ACDLAVA_HERO,700C,850,https://www.specialized.com/us/en/womens-sirrus-sport-step-through/p/154535?color=225896-154535
CrossTrail Sport,157812,Sale,Bikes,Active Bikes,Fitness & Hybrid Bikes,Crosstrail,Disc,Fitness|Urban,$500-$1000,Front,Bikes,CrossTrail,Men,2x,Fitness,Aluminum,Gloss Storm Grey/Rocket Red/Black Reflective,82419-60_CT_SPORT_STRMGRY-RKTRED-BLK_HERO,700C,850,https://www.specialized.com/us/en/crosstrail-sport/p/157812?color=237246-157812
Allez,154231,Sale,Bikes,Road Bikes,Performance Road Bikes,Allez,Rim,Performance Road,$500-$1000,Rigid,Bikes,Allez,Men|Women,2x,Road,Aluminum,Satin Black/Charcoal/Clean,90018-70_ALLEZ_RKTRED-TARBLK_HERO,700C,840,https://www.specialized.com/us/en/allez/p/154231?color=240227-154231
Dolce,154317,Sale,Bikes,Road Bikes,Performance Road Bikes,Dolce,Rim,Performance Road,$500-$1000,Rigid,Bikes,Dolce,Women,2x,Road,Aluminum,Satin/Gloss/Cool Gray/Acid Pink,90818-71_DOLCE_CSTBRY-BLK-MNT_HERO,700C,840,https://www.specialized.com/us/en/dolce/p/154317?color=240232-154317
Womens Pitch Expert,154422,Sale,Bikes,Mountain Bikes,Trail Bikes,Pitch,Disc,Trail,$500-$1000,Front,Bikes,Pitch,Women,2x,Mountain,Aluminum,Satin Gloss Black/Acid Lava/Acid Purple/Clean,85619-30_PITCH-WMN_EXPERT-27.5_BLK-ACDLAVA-ACDPRP_HERO,27.5,825,https://www.specialized.com/us/en/womens-pitch-expert/p/154422?color=239737-154422
Mens Pitch Expert,154414,Sale,Bikes,Mountain Bikes,Trail Bikes,Pitch,Disc,Trail,$500-$1000,Front,Bikes,Pitch,Men,2x,Mountain,Aluminum,Gloss Cast Battleship/Hyper/Clean,85519-30_PITCH_EXPERT-27.5_CSTBTLSHP-HYP_HERO,27.5,825,https://www.specialized.com/us/en/mens-pitch-expert/p/154414?color=239735-154414
Womens Rockhopper Comp,154453,Sale,Bikes,Mountain Bikes,Trail Bikes,Rockhopper,Disc,Cross Country,$500-$1000,Front,Bikes,Rockhopper,Women,2x,Mountain,Aluminum,Gloss Acid Pink/Black,91819-50_RH-WMN_COMP-29_ACDPNK-BLK_HERO,29,810,https://www.specialized.com/us/en/womens-rockhopper-comp/p/154453?color=239577-154453
Mens Rockhopper Comp,154446,Sale,Bikes,Mountain Bikes,Trail Bikes,Rockhopper,Disc,Cross Country,$500-$1000,Front,Bikes,Rockhopper,Men,2x,Mountain,Aluminum,Gloss East Sierras/Tarmac Black,91219-51_RH_COMP-29_ESTSRS-TARBLK_HERO,29,810,https://www.specialized.com/us/en/mens-rockhopper-comp/p/154446?color=239573-154446
Allez Junior,128824,Sale,Bikes,Road Bikes,Performance Road Bikes,Allez,Rim,Performance Road,$500-$1000,Rigid,Bikes,Allez,Men,2x,Road,Aluminum,Gloss Rocket Red/Tarmac Black,90018-73_ALLEZ_JR-650C_RKTRED-TARBLK_HERO,NA,800,https://www.specialized.com/us/en/allez-junior/p/128824?color=239793-128824
Riprock Comp 24,128917,Sale,Bikes,Kids Bikes,Kids Mountain Bikes,Riprock,Disc,Trail,$500-$1000,Front,Bikes,Riprock,Kids,1x|1x,Kids,Aluminum,Neon Blue/Yellow/Black,B6516-50_RIP_COMP-24_BLUFLKPUR-FLKSIL-PRLDPFUS_HERO,24,760,https://www.specialized.com/us/en/riprock-comp-24/p/128917?color=239713-128917
Riprock Comp 24,154442,Sale,Bikes,Kids Bikes,Kids Mountain Bikes,Riprock,Disc,NA,$500-$1000,Front,Bikes,Riprock,Kids,1x,Kids,Aluminum,Satin Nice Blue/Rocket Red/Black,96519-51_RIP_COMP-24_PLMPRP-ACDLAVA-ICELAVA_HERO,24,760,https://www.specialized.com/us/en/riprock-comp-24/p/154442?color=226012-154442
Womens Sirrus SL,157602,Sale,Bikes,Active Bikes,Urban Bikes,Sale,Disc,Fitness|Urban,$500-$1000,Rigid,Bikes,Sirrus,Women,3x,Fitness,Aluminum,Acid Kiwi/Black,82918-80_SIR-WMN_SL_ACDKWI-BLK_HERO,700C,750,https://www.specialized.com/us/en/womens-sirrus-sl/p/157602?color=239116-157602
Mens Sirrus SL,157601,Sale,Bikes,Active Bikes,Urban Bikes,Sale,Disc,Fitness|Urban,$500-$1000,Rigid,Bikes,Sirrus,Men,3x,Fitness,Aluminum,Cast Blue/Nice Blue/Black Reflective,80918-80_SIR-MEN_SL_CSTBLU-NICEBLU-BLK_HERO,700C,750,https://www.specialized.com/us/en/mens-sirrus-sl/p/157601?color=239324-157601
Roll Sport EQ,154465,Sale,Bikes,Active Bikes,Fitness & Hybrid Bikes,Roll,Rim,Fitness|Urban,$500-$1000,Rigid,Bikes,Roll,Men,2x,Fitness,Aluminum,Satin Cast Battleship/Hyper/Silver Reflective,86119-80_ROLL_SPORT-EQ-19_CSTBTLSHP-HYP-SIL_HERO,27.5,730,https://www.specialized.com/us/en/roll-sport-eq/p/154465?color=225966-154465
Roll Sport EQ – Low-Entry,154466,Sale,Bikes,Active Bikes,Fitness & Hybrid Bikes,Roll,Rim,Fitness|Urban,$500-$1000,Rigid,Bikes,Roll,Women,2x,Fitness,Aluminum,Satin Cast Battleship/Hyper/Silver Reflective,86119-81_ROLL_SPORT-EQ-LOW-ENTRY-19_CSTBTLSHP-HYP-SIL_HERO,27.5,730,https://www.specialized.com/us/en/roll-sport-eq-low-entry/p/154466?color=226042-154466
Womens Pitch Comp,154418,Sale,Bikes,Mountain Bikes,Trail Bikes,Pitch,Disc,Trail,$500-$1000,Front,Bikes,Pitch,Women,3x,Mountain,Aluminum,Satin Gloss Cast Blue/Acid Lava,85619-51_PITCH-WMN_COMP-27.5_UVLLC-BLK_HERO,27.5,725,https://www.specialized.com/us/en/womens-pitch-comp/p/154418?color=236378-154418
Mens Pitch Comp,154411,Sale,Bikes,Mountain Bikes,Trail Bikes,Pitch,Disc,Trail,$500-$1000,Front,Bikes,Pitch,Men,3x,Mountain,Aluminum,Satin Gloss Black/Black/Gold,85519-51_PITCH_COMP-27.5_NICEBLU-TARBLK_HERO,27.5,725,https://www.specialized.com/us/en/mens-pitch-comp/p/154411?color=236373-154411
Mens Rockhopper Sport,129117,Sale,Bikes,Mountain Bikes,Trail Bikes,Rockhopper,Disc,Cross Country,$500-$1000,Front,Bikes,Rockhopper,Men,3x,Mountain,Aluminum,Gloss Hyper/Black Clean,81218-71_RH-MEN_SPORT-29_HYP-BLK_HERO,29,710,https://www.specialized.com/us/en/mens-rockhopper-sport/p/129117?color=240213-129117
Mens Rockhopper Sport,154445,Sale,Bikes,Mountain Bikes,Trail Bikes,Rockhopper,Disc,Cross Country,$500-$1000,Front,Bikes,Rockhopper,Men,3x,Mountain,Aluminum,Gloss Charcoal/Black/Red,91219-60_RH_SPORT-29_CHAR-BLK-RED_HERO,29,710,https://www.specialized.com/us/en/mens-rockhopper-sport/p/154445?color=236334-154445
Womens Rockhopper Sport,154454,Sale,Bikes,Mountain Bikes,Trail Bikes,Rockhopper,Disc,Cross Country,$500-$1000,Front,Bikes,Rockhopper,Women,3x,Mountain,Aluminum,Satin Gloss Marine Blue/Acid Fushia/Clean,91819-61_RH-WMN_SPORT-29_UVLLC-TARBLK_HERO,29,710,https://www.specialized.com/us/en/womens-rockhopper-sport/p/154454?color=236355-154454
Womens Sirrus SL Step-Through,159243,Sale,Bikes,Active Bikes,Urban Bikes,Sale,Disc,Fitness|Urban,$500-$1000,Rigid,Bikes,Sirrus,Women,3x,Fitness,Aluminum,Black/Chameleon,82918-82_SIR-WMN_SL-STEP-THROUGH_BLK-CMLN_HERO,700C,700,https://www.specialized.com/us/en/womens-sirrus-sl-step-through/p/159243?color=240221-159243
